attempt,status,description,strategy_sha256,days,total_return,annual_return,sharpe,max_drawdown,mean_turnover
0012,discard,"Price breakout with hysteresis: enter above prior 55-session close maximum, exit below prior 20-session minimum, avoiding repeated symmetric threshold switching.",3acece98f6124c57a512e3ca0e82f525e44f6ab7685e405d93084411ca96f5f2,754,0.04925096078023161,0.01619780580890251,0.20678361008447965,0.14247984996082086,0.026525198938992044
0013,discard,Regime blend: fully hold positive slow trend; otherwise use half-weight after a short-term oversold signal to participate in rebounds without full bearish-regime exposure.,67a8b06e118ad3b9057bd8064c8ebabe3160e9588e3176941de934d89bd863bc,754,0.17288502237577963,0.05474234143265111,0.47770485401610274,0.1768436290720744,0.04918969218286586
0014,discard,"Training-only ridge forecast: 13 causal OHLC/trend/reversal/volatility features; choose ridge penalty by prediction MSE on chronological last 30% of training, purge 2 boundary labels; refit on all training. Invest when predicted next-open return > 0. No validation labels or calendar features.",435c60651ef12fe7bd33bb78ada8de169572c80ff23a9606c76eecdeecd53870,754,0.11481695686620452,0.036994034653165864,0.28199846995420624,0.3223653655578399,0.1273209549071618
0015,keep,"Forecast hysteresis: same training-only ridge procedure as prior candidate, but require predicted return > 5bp to enter and < -5bp to exit, relating turnover control to one-way cost. Hypothesis: small noisy sign changes should not cause full round trips.",bc94fd398f5700ed0d42c26b576eb37026a106402b541fc53e76081de7f36fb8,754,0.1932237855919321,0.06082025338852248,0.39437713940217034,0.3223653655578401,0.01856763925729443
0016,discard,"Forecast risk allocation: same training-only ridge estimates, convert conditional expected return into clipped weight mu/(2*20-day variance); no leverage. Hypothesis: position sizing can use forecast magnitude without binary turnover.",7578f00268ed9a522a51655d8317d9eeb74b1a06f71456311749c6560469ba0b,754,0.06994385727197083,0.022852372343137084,0.2162772806778816,0.26619329628959787,0.15267935465639776
0017,discard,"Nonlinear conditional returns: 24 bootstrap trees, fixed depth 3, random feature subsets and 50-observation shrinkage to training mean; all fitting on training labels. Source Gu/Kelly/Xiu, RFS May 2020, https://doi.org/10.1093/rfs/hhaa009 ; adapt tree interaction concept, not their empirical strategies. Positive forecast invests.",6e70861c9a072cd8640632afc3176b204e8273bd001a7929eb9b4fc60709d0c8,754,0.1174629443090709,0.037815987383660765,0.286859351913661,0.3223653655578398,0.1724137931034483
0018,discard,"Nonlinear forecast with cost hysteresis: same fixed training-only forest, 5bp positive/negative thresholds to enter/exit. Ridge comparison suggested cost-aware persistence is preferable to rapid forecast sign trading.",7643cac840a05cbadffbf7a1d54fc7b185ea5089434f077c4ecf53f0eea062ba,754,0.17466320599580132,0.055276509209479796,0.3657433291344935,0.3223653655578398,0.002652519893899204
0019,discard,"Shrunk regime table: estimate next-open returns separately by slow trend, normalized 5-day reversal and training-tercile volatility; 80 pseudo-observations of global mean per cell, cost hysteresis. Tests whether simple interactions outperform linear forecasting without deep model complexity.",cf0f6ccf10390abbc2b18b0879784f42861297a0db74eef6bfffc945b65dbbc5,754,0.17802390857470063,0.056284598536868735,0.37027147281640976,0.32236536555784,0.002652519893899204
0020,keep,"Acute volatility shock control: exit only on 5/60-day volatility ratio above 2 plus price below SMA20, reenter after SMA10 recovery or ratio below 1.4. Hypothesis: rapid risk escalation deserves faster response than persistent slow-trend exclusion; all inputs causal.",22d321cf8ef7c0ef81e11ae676498fa80c2f2d16e928157bd889c4c50429cfe7,754,0.36373289334735115,0.10924861724722668,0.6437881387872565,0.2697683987266839,0.015915119363395226
0021,keep,"Combine learned return forecast with acute-risk control: retain the ridge cost-hysteresis entry decision, but require the independently promising 5/60 volatility-shock gate. Tests complementary prediction and tail-risk signals, not date-specific rules.",6897e177aa6853bc2fd7e6001a7f9376fe95f9141315d1feff816aea4c848167,754,0.37248079485471064,0.11162167100612863,0.6666951538837959,0.2672779853628354,0.03183023872679045
0022,keep,"Conservative recovery after volatility shock: same causal risk trigger as current champion, but reenter only when price recovers above SMA10. Tests whether volatility normalization alone can produce premature reentry during ongoing price weakness.",852ede790c8958c1eca553180ff8d79ef2d7706bc8d5950a6880eb4527a5793e,754,0.3882774571165648,0.11588146584793457,0.6815998205406667,0.2697683987266837,0.015915119363395226
0023,keep,"Downside-only risk acceleration: replace symmetric volatility shock by ratio of 5-day versus 60-day downside RMS, retaining original price confirmation/reentry. Positive-return volatility should not itself trigger protection.",d861a118e3722eed2e39577624b1cb33444f1aa38603f8d9c536ff3b025983ff,754,0.4827666212673969,0.14071072549824115,0.8088912413357624,0.25527764317322843,0.026525198938992044
0024,keep,"Training-calibrated shock threshold: estimate 95th-percentile 5/60 volatility ratio solely from training OHLC history, with 70th-percentile normalization reentry. Tests transferable distribution-based cutoffs rather than arbitrary validation tuning.",8abdeb07d1cee811cd8d05be1c21bc96348e3f9a814b937363b740003cfb6939,754,0.5358807833286077,0.15420763072977572,0.8856052708175887,0.21329247416664243,0.029177718832891247
0025,discard,Combine successful downside-risk and training calibration: use 5/60 negative-return RMS ratio with training-only 95th/70th percentiles; otherwise unchanged price confirmation and reentry. Tests whether positive volatility causes avoidable false exits.,e0a7cb1d6945b4235970d339e3aa710a48344b9dadf87cbf1cc18bfc83f59f74,754,0.3816450315136979,0.1140968886047995,0.6864636725024272,0.25527764317322776,0.023872679045092837
0026,discard,"OHLC risk acceleration: ratio of 3-day mean true range to 60-day median true range, normalized by prior close; train-only 95/70 percentile calibration. Captures gaps and intraday stress invisible in close-return dispersion; robust denominator resists isolated spikes.",0a63aa8249dae7395a9268f9087796e9c523db4c59dd66f12dd3fefa2018f9e3,754,0.3186529214222167,0.09685625596212089,0.6114898957865786,0.2838915210464803,0.03183023872679045
0027,discard,"EWMA risk acceleration: ratio of return RMS using 5-session versus 30-session half-lives, train-only percentile calibration; avoid abrupt rolling-window expiration in the promising volatility-shock model.",898812b91551f05a7d66bdeb4a423e88591a47f63ade2de679f28cbd66cf685a,754,0.46421735444842493,0.13592138052831015,0.8008754494843104,0.27974850777995164,0.015915119363395226
0028,discard,"Downside magnitude breadth: average absolute negative returns over 5 versus 60 sessions, training percentile calibration. Tests persistent smaller losses rather than a few squared-return extremes.",7c41faf593ea86dc9f77f7f94d9f88775ed62ec55c48904dcd8176f835daaa6d,754,0.2549613900842451,0.07885727515845464,0.5144864433258532,0.2621422339913637,0.034482758620689655
0029,discard,"Normalize reentry only in moderate absolute volatility: preserve calibrated shock exit, but ratio recovery needs 20-day volatility below its training 80th percentile unless price recovers SMA10. Addresses risk staying elevated after its growth rate slows.",faa8a1e720aec8b2765758215a7f96defd126697a8f24199940bff2a28895e12,754,0.5245038096690666,0.15134308079746073,0.8908968028555888,0.2238095512090057,0.029177718832891247
0030,discard,"Two-stage risk recovery: use champion trigger, restore half exposure on volatility normalization and full exposure only on SMA10 recovery. Tests whether gradual reentry improves growth by reducing early recovery whipsaws.",70b2b291c6694bd5cf3c9225e6a9d3f5a7eb87c5c680102a12319be2efc8b75d,754,0.5311220238610976,0.15301117160239763,0.8942112053809971,0.2154689743529652,0.02925883979591145
0031,keep,"Earlier risk confirmation: replace price-below-SMA20 with a negative one-session close return, preserving training-calibrated volatility shock thresholds. Tests the delay caused by waiting for slow price confirmation.",2c38495247194eaf0c2078ba49b5cb85acfc766cefe59e6a92869393869af58b,754,0.5600450556070655,0.16024528932579996,0.9140402569548933,0.21329247416664276,0.023872679045092837
0032,keep,"Fast low-break confirmation: use close below prior three closes to distinguish directional downside stress from non-directional volatility, instead of SMA20 confirmation. Recovery unchanged; no future or calendar information.",8aa89df623132af8c466cb1db72c1d119fa565c9f959a2d33873387883a8d8c2,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0033,discard,"Trend-recovery gate through the full stress event: calibrated shock detection with default SMA20 confirmation, but no full reinvestment while ratio remains above the exit percentile even after SMA10 rebound. Tests false reentry during unresolved stress.",1326d9cacc540daa4a03c8c755eab0a577b641267024542ace3e93f2f89ecb13,754,0.5403975347220304,0.15534096269780595,0.891402522050693,0.21329247416664254,0.029177718832891247
0034,discard,"Slow-drawdown complementary protection: add a training-calibrated 95th percentile normalized 63-day drawdown to the shock gate, requiring price below SMA50. Relative volatility may normalize during sustained declines; normalized drawdown can detect this distinct regime.",18511f22431ed12d3660a358089db2e213042b9209f45c4bb346578c7da18e76,754,0.2309100053309947,0.07190231685889503,0.516298859302689,0.2913773175080324,0.05570291777188329
0035,discard,Price-led recovery: retain trained volatility shock exit and three-close downside confirmation; reenter on close above prior three closes or normalized volatility. Hypothesis: local upward breakout restores exposure earlier without calendar rules.,d118c79f68173ece0eea471c63160a271114a4e1be87720d4c6403d3c03ffcec,754,0.47771497308624844,0.13941038162546415,0.8004065935285761,0.21289549940371588,0.023872679045092837
0036,discard,Confirmed recovery: retain trained shock exit; replace SMA reentry with two consecutive positive close returns or volatility normalization. Hypothesis: sequential price recovery distinguishes bounce from continued stress.,821ebdcf5caa0878fb8d8a73b14fd86bba06f8e99d70cab5ef66dbe79bb8c124,754,0.5429400176317136,0.15597794317828928,0.889496437679592,0.2132924741666421,0.021220159151193633
0037,discard,"Train-only expanding-window selection: nine prespecified risk-tail/recovery-scale combinations, thresholds calibrated on past fold only, two boundary rows purged, select mean net log growth across two later training folds with 50% DD constraint; refit thresholds on all training. No validation parameter fitting.",8ee59a75c0e2adaeba77d090c7c6ec2867b5efa9dfbe306111b0e45116b841b1,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0038,discard,Robust train-only expanding-window selection: same nine prespecified configurations and purged training folds; select worst-fold net log growth to test stability of parameter choice before fixed validation evaluation.,55599da8eb82b6e3a84c7e6221381eece62be7f7432021e167734d6b1e24df74,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0039,discard,"CUSUM directional shift detector: standardized 20-session cumulative negative returns with 0.5 drift allowance and threshold 5, volatility scale from preceding 60 returns; SMA10 recovery. Source NIST Engineering Statistics Handbook, 2012 archive (web page undated), https://www.itl.nist.gov/div898/handbook/pmc/section3/pmc323.htm . Hypothesis: persistent small losses can identify regime change before volatility jumps.",c3432cc2b3e4a04bae005bd7afdf8682cfdac48a4db2624617dc2d5dd5dec783,754,0.4062742718991452,0.12069541894179858,0.7122351322002352,0.29771073081261035,0.007957559681697613
0040,discard,Complementary CUSUM and volatility-shock gate: add standardized cumulative-loss alarm (NIST 2012 handbook source https://www.itl.nist.gov/div898/handbook/pmc/section3/pmc323.htm) to trained shock gate; recover on SMA10 or both normalized shock and cumulative stress. Tests slow persistent losses plus abrupt shocks.,7869b920afe7a89487db73fd08ee01fa569753cb4b52413d957544cfa169fc52,754,0.3806423116672524,0.11382659221823177,0.6912537269707074,0.27351791801995673,0.023872679045092837
0041,discard,"OHLC range-energy shock: replace close-return dispersion with square-root ratio of mean squared log(high/low) over 5 vs 60 sessions. Same train-only 95/70 calibration, low-break exit and SMA10 recovery. Hypothesis: intraday range expansion can detect stress despite close-to-close cancellation; raw observed OHLC only.",83009b1a819d866fab6ee93a216b2885e36864561532ed3dfc8e69e6060f45a6,754,0.2450163936903511,0.07599232761426333,0.4929866054865735,0.30186096780044147,0.026525198938992044
0042,discard,"Instantaneous downside outlier: replace 5/60 volatility acceleration with largest standardized negative return in recent three sessions, each normalized against its preceding 60 returns. Train-only 95/70 calibration, low-break confirmation and SMA10 recovery. Hypothesis: single large jumps may be obscured by symmetric sample dispersion.",2339c0467d68f40a0064ceca9d188aa2f34d7618a5189785c3f358fb86620da5,754,0.399430169015802,0.11886955573684022,0.7121603149999999,0.2507427545301052,0.03183023872679045
0043,discard,"Rolling exponential expert mixture: full exposure, cash, 20/100-day trend and 5-day reversal, weighted by last 60 fully observed close-to-close net proxy returns with temperature 10. Actual evaluation remains next-open. Source Arora/Hazan/Kale 2012 https://mirror.theoryofcomputing.org/articles/v008a006/ . Hypothesis: causal expert adaptation can handle changing persistence vs reversal; no forward labels used.",1e4b107472662bd4adc0ebf18a51bd5a1ab5215fbdef95e70bc506c98e30c7ec,754,0.10080111739821374,0.03261833436446171,0.362914185705875,0.17965038313146076,0.0800823266985377
0044,discard,Expert mixture within acute-risk gate: combine causal exponential weighting of five prespecified experts with current training-calibrated volatility-shock protection. Source Arora/Hazan/Kale 2012 https://mirror.theoryofcomputing.org/articles/v008a006/ . Tests complementary continuous exposure adaptation; only fully observed trailing close returns score experts.,f1c01d41411ec7e3ab397aa009406b29b7c5a10ef6e24dcaa30459ddc301eddc,754,0.21295192454870993,0.0666501404915465,0.7054922750287489,0.15681541185894643,0.08351211524896157
0045,discard,"Training-only 5-session mean log-return ridge forecast: use contiguous training forward returns, chronological ridge penalty CV with 6-row purge, full refit; hysteresis round-trip cost divided by horizon. Hypothesis: multi-session labels improve signal/noise relative to one-session prediction; no validation fitting.",b27e558143bea36dbbc32ce831f2b020764c48701eb57735a04ccd68ee8da6c5,754,0.18409660020286367,0.05810134149245649,0.3828206100618342,0.32236536555784,0.03183023872679045
0046,discard,Combine 5-session training-only log-return forecast with calibrated 5/60 volatility-shock gate. Same purged training CV and horizon-scaled cost hysteresis as paired ablation; tests complementary expected return and acute risk protection.,07f295dc6b3343da684bb1a490007e6999fcba346c87e5c3d46b52c1869e63d6,754,0.5608742325161347,0.16045135812525402,0.9385712412266932,0.21289549940371533,0.050397877984084884
0047,discard,"Training-only 20-session mean log-return ridge forecast: use contiguous training forward returns, chronological ridge penalty CV with 21-row purge, full refit; hysteresis round-trip cost divided by horizon. Hypothesis: multi-session labels improve signal/noise relative to one-session prediction; no validation fitting.",0a265af66180fd27be3993e38c917e6bc890b41abd5080dba0619d5ddcecfdc6,754,0.30323539010227707,0.09255335536223952,0.5403525543960509,0.3223653655578399,0.042440318302387266
0048,keep,Combine 20-session training-only log-return forecast with calibrated 5/60 volatility-shock gate. Same purged training CV and horizon-scaled cost hysteresis as paired ablation; tests complementary expected return and acute risk protection.,4be3c644038b1a6f40094ec948061c3a8f6f6fecfbd70f51ba56baf7968b1634,754,0.7179227936008303,0.1982359111898464,1.1118165791467698,0.21289549940371533,0.0610079575596817
0049,discard,"Train-only downside classifier: regularized logistic probability of next five-session return below -3%, 14 causal OHLC/trend/volatility features; fixed optimization and training score 95/70 quantiles control risk hysteresis. Hypothesis: predicting rare loss events is more useful than predicting every return sign. No validation labels, no calendar features.",fecd5da873094771d1b1012f0071e1adb0207a7c8c9014806159ffb5138e74c9,754,0.08124356607572514,0.026450096049188687,0.23666782659880145,0.30628292049546413,0.04774535809018567
0050,discard,Learned downside classifier plus acute shock protection: pair five-session training-only logistic downside probability with current calibrated volatility gate. Tests learned nonlinear probability of loss as complementary protection; no refitting on validation.,d5797d07d7d0b674d3a084b313af9855cab4b568d1ad0b4ec6befd954f44b0f0,754,0.13890652740475984,0.044429923069192245,0.34240538963992917,0.30663279547771427,0.058355437665782495
0051,discard,"Quarter-scale return forecast: extend training target to 60-session mean log return and purge 61 boundary rows for ridge CV; round-trip cost spread over 60 sessions. Same acute-risk gate. Hypothesis: slower persistence may be more predictable than monthly return; distinct horizon, not a fine grid.",96b792b3c63cde3011081a9658666376d3868c75f42c43a1fdbccf2b23bf1cad,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0052,discard,Equal-weight weekly/monthly/quarterly forecast ensemble: 5/20/60-session mean log-return ridge models independently selected by purged chronological training CV; average daily-return forecasts before cost hysteresis and risk gate. Hypothesis: horizon diversification reduces dependence on a single label scale.,d421289ef8323a7e4f5d28b64451337d91a4c114b2397294860bdf2daa2a8b76,754,0.7148146337221668,0.19751091956839684,1.109246410472522,0.21289549940371466,0.06631299734748011
0053,discard,"Monthly model with partial exposure during negative forecasts: retain half index weight when forecast turns negative, while acute volatility protection can still go fully to cash. Hypothesis: forecast sign is noisy and partial participation reduces missed recoveries without weakening shock exit.",b8671d39ed47e1c7aaddc7b2654cc058f8d19a2cfa2e06cf4f601742e2cb2c10,754,0.6394288530908421,0.17965229466991461,1.0178374921108961,0.21289549940371655,0.04124803048808463
0054,discard,"Robust monthly ridge labels: clip training target tails at fitting-subset 2.5/97.5 percentiles, separately within each purged CV fit and final refit. Evaluation labels remain unchanged. Hypothesis: a few extreme training windows may dominate mean-square estimation and harm transferable forecasts.",e817bf0ce83dee87afbe7e5c9c4dc4560815d77ebe0fd41622deb30cb51ae987,754,0.7102479718773436,0.19644413737949318,1.0970129300696045,0.212895499403715,0.050397877984084884
0055,discard,"Decision-focused training CV: choose monthly ridge penalty by chronological training-fold net portfolio growth under existing cost/risk rules rather than forecast MSE. Purge 21 rows, calibrate risk thresholds only on earlier fold; outer validation policy untouched. Hypothesis: prediction loss and invest/cash decisions need not select the same model.",d66264e87e39dd07afd2bdc6ee369313784e8be98435047651f841fb631d9896,754,0.7179227936008303,0.1982359111898464,1.1118165791467698,0.21289549940371533,0.0610079575596817
0056,discard,"Block-bagged monthly forecasts: twelve ridge models fitted to fixed-seed 40-session moving-block resamples of training feature-label pairs, ridge penalty selected by original purged training CV; average predictions with same gate. Hypothesis: block resampling reduces sensitivity to particular overlapping monthly targets while respecting training-only fitting.",2577ce86f5f8e697993aa232923d2d277004aa4544ef7ae344961c5309a55781,754,0.47917222029731277,0.13978579471431019,0.8369793789261813,0.21289549940371566,0.050397877984084884
0057,keep,"Monthly forecast close-only ablation: retain normalized return/trend/volatility/drawdown inputs, remove four daily OHLC candle features. Same training CV and gate. Hypothesis: single-day intraday structure may add noise to a 20-session target.",7cbd131aa14077b6b8190832bcf0f77d41aea12649545d702deddce9625ec946,754,0.7353732484758473,0.20229017354930723,1.1319600614103944,0.21289549940371577,0.0636604774535809
0058,discard,"Monthly forecast using technical indicators: replace feature set by fixed RSI2/14, MACD12/26/9 levels/histogram, Bollinger20 normalized position/width, monthly/six-month momentum and 5/60 volatility ratio. Frozen indicator library, all trailing observations; same purged training CV and gate. Tests smooth path information rather than single-bar structure.",da04f3ee79e5d57d1f5772fc1f5ffc4b69947443539be84dd52d7a975e8dd408,754,0.5567095089417444,0.15941559473618505,0.9248743331871115,0.212895499403716,0.04774535809018567
0059,discard,"Technical-indicator augmentation of monthly forecast: append fixed RSI2/14, normalized MACD and Bollinger20 location/width to existing 13 causal features. Same training-only penalty selection and risk gate. Paired with replacement ablation to distinguish complementary from redundant information.",7fede5a5670756d29cc4294115c1ac95e815bb4c73cf80209360b4f3b9a6e39a,754,0.7123424461265857,0.19693364628089305,1.1081228720700744,0.212895499403716,0.0610079575596817
0060,discard,"State interaction features for monthly ridge: add reversal-times-trend and momentum-times-volatility interactions plus squared short reversal and drawdown. Coefficients fitted only on training, purged penalty CV retained. Hypothesis: linear forecast can miss differing reversal behavior across trend/risk states.",41bb4edb6acf5db0d3744f401c0daf696e067bd9209f203471e3ed182555258b,754,0.6188044365785745,0.17467148403444455,1.0008667033667897,0.21289549940371566,0.050397877984084884
0061,discard,"Overnight/intraday decomposition features: append trailing 5/20-session mean close/open and open/previous-close log returns normalized by daily volatility. Current and historical OHLC only, all observed by signal close. Hypothesis: persistent gap and session components contain different information for monthly returns.",e2c3fea4897e4545eed700d7f2edb1df7caecea4176d09ca31a6def38e8801f3,754,0.6736325873203335,0.18782135472279893,1.0632360832182517,0.212895499403715,0.058355437665782495
0062,discard,"Raw-scale monthly forecast ablation: use unnormalized log returns over 1/5/21/63/126 sessions, moving-average distance, drawdown and realized volatility. Same train scaling, purged ridge selection and risk gate. Hypothesis: volatility-normalizing every trend feature can remove economically relevant magnitude information.",d3497d74094da35085d371dd2736a48bec85bfb3edc3798e9ef98edda2486594,754,0.5422743906380147,0.15581124801271407,0.936094532545257,0.20109786147239272,0.0610079575596817
0063,discard,"Recency-weighted monthly ridge: exponentially weight training observations with 504-session half-life in centering, scaling, target mean and least squares, separately inside each purged CV fit. Same close-only features and fixed risk gate. Hypothesis: relationships drift, so recent training evidence should count more without discarding older observations.",023263eb25e6a888e157d0a83e8dfeb73cf3f910fc4d55b38c2a1cc53363c5ff,754,0.6878098866668729,0.19117481410976822,1.0790546610295035,0.21289549940371533,0.05570291777188329
0064,discard,"Trailing-training-window monthly model: each training-model fit uses only its most recent 756 labeled samples; purge/CV and frozen outer protocol unchanged, risk calibration still uses all available training rows. Hypothesis: recent three-year relationships may transfer better than a decade average.",67da1baa5b620e7782e5d1700d85b8f71089593b462c83e2b80b91806a14ecf4,754,0.6389814773986333,0.17954469709653864,1.0139712164499564,0.2132924741666432,0.03713527851458886
0065,discard,"Equal blend of full-training and last-756-sample monthly ridge estimates: select shared regularization with purged chronological CV using blend predictions. Same gate. Hypothesis: preserve long-run evidence while adapting to recent relationships, reducing sensitivity to either training window alone.",766a78247359d823f5fb51cc8eb70184dfec779a4e05d0eb377354c228ea92db,754,0.6970635330798269,0.19335354261625093,1.082236326044197,0.213292474166643,0.04774535809018567
0066,discard,"Trend-conditioned monthly ridge mixture: fit separate above/below SMA200 regressions plus a pooled model; blend local and pooled forecasts equally, fallback if a group has fewer than 180 training samples. Selection via same purged training CV. Hypothesis: conditional trend regimes have distinct return relationships; no calendar rules.",6d0c5b7d70f69e7c07ed92cda2903100a74c300aff5f3f88173eb9fe825e48c7,754,0.7290545124909917,0.20082529047700315,1.126683601474952,0.212895499403716,0.0610079575596817
0067,discard,"Shrunk nearest-neighbor monthly forecast: 100 nearest training feature vectors in standardized close-only state space, 100 pseudo-observations of global training mean, 20-session training labels. Same cost hysteresis and risk gate. Hypothesis: local state analogues can capture nonlinear relationships missed by a single regression.",09092608ad6b9086d1e03c2ac11d6ae2a1d62194788a35b247deb89af2b4d48f,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0068,discard,"Shallow forest on monthly labels: reuse fixed 24-tree depth-3 architecture with 50-observation shrinkage, now fit training 20-session mean log returns using close-only features. Same gate. Method source Gu/Kelly/Xiu RFS May 2020 https://doi.org/10.1093/rfs/hhaa009 ; tests whether longer labels enable useful nonlinear interactions.",1b59c423f6e72b22944730ee0f788f5aa1445012d5dd8831dd4c4d6c6bed2f9c,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0069,discard,"Method source Friedman, October 2001, https://doi.org/10.1214/aos/1013203451 . Monthly gradient-boosted stumps: additive residual fitting, learning rate .05, minimum leaves 60, leaf shrinkage 20; choose 20/60/120 stages by purged chronological training MSE and refit. Same risk gate. Hypothesis: additive nonlinear effects may be suppressed by bagged shallow forests.",47abb97ec41dda34b9b6c787f19b333d5784bafd39decf55baa7b840c28b5620,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0070,discard,"Method source Friedman, October 2001, https://doi.org/10.1214/aos/1013203451 . Boosted monthly forecast without shock gate: paired ablation of independently learned nonlinear return timing, all training selection unchanged. Tests whether forecast alone learns useful stress behavior.",09c7dcb57bc14f422786170a8569045958ea62d4c86b1b0a26b67e2727b4316c,754,0.1856184302443582,0.05855564884231668,0.38009334882608753,0.3223653655578401,0.002652519893899204
0071,discard,"Method source Friedman, October 2001, https://doi.org/10.1214/aos/1013203451 . Robust gradient-boosted monthly forecast: clip pseudo-residuals at 1.5 fitting-subset target standard deviations (Huber-style gradients); training CV chooses number of stumps. Same shock gate. Hypothesis: limiting influence of extreme overlapping training windows can improve nonlinear generalization.",f87e6989dd87466e5950f07ed1a0f21c29679daa0185d394c655d3da6fa05f1e,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0072,discard,"Method source Friedman, October 2001, https://doi.org/10.1214/aos/1013203451 . Weekly gradient-boosted forecast with shock gate: five-session average log-return target, six-row purge and horizon-scaled cost hysteresis, training CV selects stage count. Hypothesis: nonlinear short-horizon structure may survive where prior linear weekly model did not improve.",14c168bf60b818a21870c9af412644a9d905f9efdba0b05ff7384acddb1f5917,754,0.5628803064273582,0.1609496105709105,0.9146181756139186,0.21329247416664254,0.021220159151193633
0073,discard,"Method source Friedman, October 2001, https://doi.org/10.1214/aos/1013203451 . Linear forecast plus boosted residual corrections: initialize each training fit with fixed ridge .1, then train additive stumps on remaining error. Purged chronological training CV selects correction stage count. Same close-only features and shock gate. Hypothesis: preserve smooth extrapolation while correcting systematic nonlinear residuals.",2b9c6c7db60194c1a305fbed43ec254f3dedb1e7fdae13e3c46ca6b470d78b21,754,0.4769353588275129,0.13920943775817696,0.8428361812235314,0.20109786147239328,0.050397877984084884
